,cos_ori,cos_glm,delta_cos
0,0.9996667960066394,0.9984123396586572,0.001254456347982269
1,0.9991823430428476,0.9963255451131559,0.0028567979296917345
2,0.9989776334663483,0.9986856052067987,0.00029202825954954825
3,0.9992852474988324,0.9852069393046377,0.014078308194194755
4,0.9981463342611889,0.9960213914232048,0.002124942837984145
5,0.9970884419680308,0.9808912412909314,0.0161972006770994
6,0.9998831836661077,0.9968401963305636,0.0030429873355440895
7,0.9988499614944109,0.9497303877885079,0.04911957370590292
8,0.9906236014146598,0.9938225202210624,-0.003198918806402662
9,0.9977596298944822,0.9997841668266185,-0.002024536932136334
